type,uniprot,pdb,fo1_hs,fo2_hs,fo1_cs,fo2_cs,fo21_hs,dce_hs,dce_cs,pki,le,bei,nha,mw
hs,A8DG50,3SUF,0.9858156028368794,0.3148148148148148,0.987012987012987,0.25925925925925924,-0.6710007880220645,2.962962962962963,1.5925925925925926,7.555955204081924,0.07265341542386465,0.00958259621638164,104,788.5081488840015
hs,A8DG50,5VOJ,0.9929078014184397,0.37735849056603776,1.0,0.32075471698113206,-0.6155493108524019,3.1132075471698113,1.6981132075471699,8.443697499232712,0.08197764562361856,0.010873932889652228,103,776.5081488840015
hs,A8DG50,5VP9,0.9929078014184397,0.3333333333333333,1.0,0.2777777777777778,-0.6595744680851063,3.1666666666666665,1.6481481481481481,8.987162775294827,0.0802425247794181,0.011143415196262451,112,806.4998581681817
hs,A9JQL9,3VJE,0.24064171122994651,0.20408163265306123,0.0,0.0,-0.036560078576885285,0.8775510204081632,0.0,8.013228265733755,0.08710030723623646,0.011327343645912475,92,707.4234274357312
hs,A9JQL9,2ZY1,0.6310160427807486,0.6666666666666666,0.7349397590361446,0.5416666666666666,0.035650623885918,4.041666666666667,2.25,7.397940008672037,0.17614142877790565,0.02036773690812219,42,363.21855697782047
hs,A9JQL9,2ZCR,0.679144385026738,0.5714285714285714,0.8554216867469879,0.42857142857142855,-0.10771581359816662,4.607142857142857,2.4642857142857144,6.869666231504994,0.13210896599048066,0.01567619927922919,52,438.2226909176406
hs,A9JQL9,3TFN,0.6256684491978609,0.5483870967741935,0.8313253012048193,0.5161290322580645,-0.0772813524236674,3.3548387096774195,1.935483870967742,6.568636235841013,0.10426406723557163,0.015053026149466527,63,436.36649339600086
hs,A9JQL9,3TFP,0.7112299465240641,0.6896551724137931,0.5060240963855421,0.27586206896551724,-0.021574774110270978,3.206896551724138,1.0344827586206897,6.468521082957745,0.15401240673708916,0.01330585733651558,42,486.14087159991027
hs,A9JQL9,4EA2,0.786096256684492,0.9583333333333334,0.6987951807228916,0.4583333333333333,0.17223707664884136,6.208333333333333,2.4166666666666665,6.443697499232713,0.10068277342551114,0.019157752069872042,64,336.34935224818116
hs,A9JQL9,4E9U,0.7219251336898396,1.0,0.9036144578313253,0.631578947368421,0.27807486631016043,6.894736842105263,3.0526315789473686,5.823908740944319,0.18199714815450996,0.020278805695903932,32,287.19190016800036
hs,A9JQL9,3ACX,0.8074866310160428,0.8695652173913043,0.6024096385542169,0.4782608695652174,0.062078586375261535,6.217391304347826,1.826086956521739,5.698970004336019,0.11174450988894154,0.01757172844162846,51,324.3260913840908
hs,A9JQL9,3ACW,0.7754010695187166,1.0,0.9036144578313253,0.7619047619047619,0.22459893048128343,6.619047619047619,2.9047619047619047,4.756961951313706,0.11062702212357454,0.01627627841217043,43,292.2634911280906
hs,A9JQL9,2ZCQ,0.32620320855614976,0.48,0.12048192771084337,0.12,0.15379679144385022,2.32,0.04,8.823908740944319,0.21521728636449558,0.022161993755930823,41,398.1550052816404
hs,C7C422,6D1J,0.7340425531914894,0.4444444444444444,1.0,0.4444444444444444,-0.28959810874704495,3.888888888888889,3.888888888888889,4.250263684430939,0.14167545614769797,0.015335862715159028,30,277.1453920378202
hs,C7C422,6D1A,0.7127659574468085,0.4444444444444444,0.9850746268656716,0.4444444444444444,-0.26832151300236406,3.7222222222222223,3.7222222222222223,4.3535962737769305,0.15012400944058382,0.015653131795520216,29,278.1294076258203
hs,C7C422,4EXS,0.8297872340425532,0.8571428571428571,1.0,0.7142857142857143,0.027355623100303927,5.428571428571429,4.857142857142857,4.4089353929735005,0.15746197832048217,0.020031392967835796,28,220.10128801591
hs,C7C422,6D1D,0.723404255319149,0.5,1.0,0.5,-0.22340425531914898,4.222222222222222,4.222222222222222,4.471083299722346,0.15417528619732226,0.016075550363007608,29,278.12940762582025
hs,C7C422,6D1B,0.7340425531914894,0.5,1.0,0.5,-0.23404255319148937,3.9444444444444446,3.9444444444444446,3.90763030037088,0.14472704816188445,0.013950408139575248,27,280.1086721818202
hs,C7C422,6EFJ,0.6914893617021277,0.5454545454545454,0.582089552238806,0.45454545454545453,-0.1460348162475823,2.5454545454545454,1.3181818181818181,3.321481620959886,0.09226337835999683,0.010636782266205265,36,312.26375964400034
hs,C7C422,6D1G,0.7127659574468085,0.5,1.0,0.5,-0.21276595744680848,3.888888888888889,3.888888888888889,4.465973893943865,0.17176822669014863,0.01305747659011882,26,342.0242696298202
hs,C7C422,6D1K,0.7127659574468085,0.6,1.0,0.6,-0.1127659574468085,4.866666666666666,4.866666666666666,3.130005999878258,0.13608721738601123,0.013426634549190053,23,233.11917728982
hs,C7C422,6D1H,0.723404255319149,0.5,1.0,0.5,-0.22340425531914898,4.0625,4.0625,3.720789487398605,0.15503289530827521,0.014936085947099055,24,249.11409190982
hs,C7C422,6MDU,0.9042553191489362,0.44,0.8955223880597015,0.4,-0.4642553191489362,3.08,2.08,4.251811972993799,0.11188978876299471,0.012034895574004743,38,353.29030874000034
hs,O14757,2BRB,0.7954545454545454,0.88,0.9876543209876543,0.64,0.08454545454545459,7.08,3.64,4.863279432843593,0.11579236744865698,0.013844114911182218,42,351.28857742400044
hs,O14757,1NVS,0.8352272727272727,0.9333333333333333,0.9629629629629629,0.7,0.09810606060606064,5.3,3.066666666666667,7.823908740944319,0.17386463868765153,0.018839922344217226,45,415.28349204400035
hs,O14757,2E9U,0.9375,0.9583333333333334,0.9876543209876543,0.75,0.02083333333333337,8.458333333333334,4.791666666666667,8.100179497572904,0.19756535359933913,0.022363307877373024,41,362.20846853200044
hs,O14757,1NVR,0.9431818181818182,0.9428571428571428,0.9259259259259259,0.6285714285714286,-0.00032467532467539417,5.285714285714286,2.5142857142857142,8.10790539730952,0.13077266769854062,0.01663623275906931,62,487.36426778409077
hs,O14757,1NVQ,0.9715909090909091,0.9166666666666666,0.9876543209876543,0.6111111111111112,-0.05492424242424243,5.583333333333333,2.8055555555555554,8.2518119729938,0.130981142428473,0.016393486523047757,63,503.35918240409075
hs,O14757,3JVS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.537602002101044,0.12572311542502007,0.015262779912355742,52,428.3362558880006
hs,O14757,2BRM,0.7954545454545454,0.88,0.9876543209876543,0.68,0.08454545454545459,7.68,4.0,5.886056647693163,0.13688503831844565,0.016802683404530696,43,350.3045618360005
hs,O14757,5OP5,0.8465909090909091,0.9565217391304348,0.9012345679012346,0.8260869565217391,0.10993083003952575,7.3478260869565215,3.9130434782608696,6.665546248849069,0.17540911181181762,0.020619225283992137,38,323.2685106760004
hs,O14757,5OP4,0.8068181818181818,0.6129032258064516,0.9382716049382716,0.4838709677419355,-0.19391495601173014,5.580645161290323,3.4193548387096775,6.7121982700697735,0.12908073596288025,0.01467892811143416,52,457.2676028600006
hs,O14757,5OOT,0.9090909090909091,0.5238095238095238,0.9135802469135802,0.4523809523809524,-0.3852813852813852,5.0476190476190474,2.642857142857143,7.54515513999149,0.09201408707306695,0.012691739316576824,82,594.4933906841812
hs,O14757,2BR1,0.7954545454545454,0.7586206896551724,0.9876543209876543,0.5172413793103449,-0.03683385579937304,6.482758620689655,3.2413793103448274,5.142667503568732,0.10285335007137464,0.012503151320397555,50,411.3097067920005
hs,O14757,2C3L,0.6875,0.8333333333333334,0.8765432098765432,0.7777777777777778,0.14583333333333337,8.333333333333334,4.611111111111111,5.066512712151295,0.18094688257683195,0.020248576583603493,28,250.21574683199998
hs,O14757,5OQ8,0.9431818181818182,0.7666666666666667,0.9876543209876543,0.4666666666666667,-0.1765151515151515,6.4,3.1666666666666665,5.85078088734462,0.10264527872534422,0.013819566398980602,57,423.36935316409074
hs,O38732,2Q54,0.6833333333333333,0.6458333333333334,0.18604651162790697,0.22916666666666666,-0.03749999999999998,3.4166666666666665,0.20833333333333334,9.008773924307503,0.0979214556989946,0.013160330440586655,92,684.5401006440013
hs,O38732,2QHZ,0.91,0.85,1.0,0.425,-0.06000000000000005,7.925,2.675,7.275724130399211,0.11368318953748767,0.011580378864691671,64,628.2803192720006
hs,O38732,2QI1,0.9233333333333333,0.8,0.9883720930232558,0.4,-0.1233333333333333,8.25,2.825,7.301029995663981,0.10430042850948544,0.012001307244672695,70,608.3528941320008
hs,O38732,2Q55,0.8633333333333333,0.75,1.0,0.375,-0.11333333333333329,4.979166666666667,2.2916666666666665,8.6903698325741,0.09344483690939893,0.012751070055991753,93,681.5404349920012
hs,O38732,2PSU,0.8766666666666667,0.8333333333333334,0.9651162790697675,0.4166666666666667,-0.043333333333333335,7.305555555555555,2.5,7.619788758288394,0.1073209684265971,0.014232872033661866,71,535.3655074160009
hs,O38732,2QI0,0.9133333333333333,0.8,0.9883720930232558,0.4,-0.11333333333333329,7.6,2.825,7.376750709602099,0.10389789731833943,0.01212544879028933,71,608.3692931440008
hs,O38732,2PSV,0.8833333333333333,0.8484848484848485,0.9534883720930233,0.36363636363636365,-0.034848484848484795,8.181818181818182,2.9696969696969697,7.236572006437063,0.11307143760057911,0.014669166404683126,64,493.3185572240008
hs,O38732,2QI3,0.9066666666666666,0.8918918918918919,0.9767441860465116,0.43243243243243246,-0.014774774774774735,7.243243243243243,2.6216216216216215,10.200659450546418,0.13784674933170835,0.018042822048376907,74,565.358313860001
hs,O38732,2QI7,0.8733333333333333,0.8648648648648649,0.9651162790697675,0.40540540540540543,-0.008468468468468382,7.0,2.5135135135135136,10.207608310501746,0.13256634169482787,0.018545747466469517,77,550.4015585760011
hs,O38732,3GI5,0.8866666666666667,0.6739130434782609,0.9767441860465116,0.34782608695652173,-0.21275362318840585,5.717391304347826,2.152173913043478,11.221848749616356,0.1352029969833296,0.016565362578010848,83,677.428501596001
hs,O38732,2QI5,0.7733333333333333,0.8,0.9767441860465116,0.4,0.026666666666666727,5.975,2.625,10.853871964321762,0.13567339955402202,0.017840011196645626,80,608.4005130200011
hs,O38732,3GI4,0.8833333333333333,0.6595744680851063,0.9651162790697675,0.3404255319148936,-0.22375886524822697,5.595744680851064,2.106382978723404,10.795880017344077,0.13328246934992688,0.01539212859326155,81,701.3896714760008
hs,O38732,2QI6,0.89,0.8157894736842105,0.9651162790697675,0.42105263157894735,-0.0742105263157895,6.684210526315789,2.3947368421052633,10.568636235841012,0.1531686410991451,0.018305159867159578,69,577.3583138600009
hs,O38732,2I0A,0.8833333333333333,0.6666666666666666,0.9534883720930233,0.3333333333333333,-0.21666666666666667,5.711111111111111,2.088888888888889,11.397940008672036,0.13568976200800043,0.017179822316963224,84,663.4492370400011
hs,O38732,3GI6,0.8833333333333333,0.6521739130434783,0.9651162790697675,0.32608695652173914,-0.23115942028985503,5.5,1.9565217391304348,11.221848749616356,0.13685181401971167,0.01632481649484589,82,687.4104069200009
hs,O38732,2Q5K,0.8666666666666667,0.7608695652173914,0.8604651162790697,0.34782608695652173,-0.10579710144927534,4.0,1.2826086956521738,11.30102999566398,0.12022372335812744,0.01731825192770073,94,652.5502714040014
hs,O38732,2QI4,0.8866666666666667,0.8205128205128205,0.9767441860465116,0.41025641025641024,-0.06615384615384623,6.82051282051282,2.5384615384615383,10.443697499232712,0.1450513541560099,0.017660056303349297,72,591.3739639240009
hs,O60674,4IVA,0.7966101694915254,0.8695652173913043,0.9809523809523809,0.6956521739130435,0.07295504789977891,6.826086956521739,5.869565217391305,7.164943898279883,0.17059390233999722,0.022164063809670058,42,323.2685106760006
hs,O60674,5UT6,0.8135593220338984,0.782608695652174,0.9238095238095239,0.6521739130434783,-0.03095062638172441,5.869565217391305,4.217391304347826,4.24184537803261,0.11782903827868361,0.012961117720489343,36,327.2746586760004
hs,O60674,5WIJ,0.576271186440678,0.5806451612903226,0.9714285714285714,0.5806451612903226,0.004373974849644635,3.5161290322580645,3.5161290322580645,6.311580177997289,0.10346852750815227,0.014397896157149323,61,438.36822471200094
hs,O60674,5L3A,0.6101694915254238,1.0,0.9428571428571428,1.0,0.38983050847457623,10.142857142857142,10.142857142857142,4.886056647693163,0.21243724555187665,0.02209687551836443,23,221.119797848
hs,O60674,5WIN,0.9152542372881356,0.7777777777777778,0.9904761904761905,0.6666666666666666,-0.1374764595103578,4.62962962962963,3.7777777777777777,7.026872146400302,0.180176208882059,0.016964005377979565,39,414.2224663240004
hs,O60674,4E6D,0.8587570621468926,0.8260869565217391,0.9428571428571428,0.6521739130434783,-0.03267010562515349,7.608695652173913,6.0,8.920818753952375,0.22873894240903525,0.027510995258138857,39,324.26375964400046
hs,O60674,4YTH,0.96045197740113,0.9655172413793104,0.9523809523809523,0.5517241379310345,0.005065263978180412,6.793103448275862,4.448275862068965,8.698970004336019,0.19770386373490953,0.019494870675397725,44,446.21840017200043
hs,O60674,4E6Q,0.7231638418079096,0.76,0.9333333333333333,0.56,0.03683615819209041,5.48,4.64,8.356547323513812,0.17779887922369814,0.0239915454584028,47,348.3121726360906
hs,O60674,4HGE,0.8700564971751412,0.92,0.9619047619047619,0.76,0.04994350282485882,6.72,5.8,7.924453038607469,0.20853823785809128,0.021288533548086134,38,372.24043735600037
hs,O60674,4YTC,0.7796610169491526,0.9615384615384616,0.9238095238095239,0.7307692307692307,0.181877444589309,6.576923076923077,5.384615384615385,7.886056647693163,0.1877632535165039,0.02152766656144095,42,366.3219432160004
hs,O60674,4JIA,0.6271186440677966,0.6129032258064516,0.9619047619047619,0.5806451612903226,-0.014215418261344981,4.645161290322581,4.451612903225806,9.221848749616356,0.15630252117993823,0.021132230136512907,59,436.38786299618073
hs,O60674,4F09,0.768361581920904,1.0,0.9714285714285714,0.8421052631578947,0.23163841807909602,8.210526315789474,7.157894736842105,6.698970004336019,0.18105324336043294,0.025161970142867713,37,266.23392231609
hs,O60885,4XYA,0.7643979057591623,0.95,0.8571428571428571,0.55,0.18560209424083762,9.65,3.85,5.863279432843593,0.20940283688727118,0.01698927970617643,28,345.11642248800024
hs,O60885,6MH1,0.7905759162303665,0.7878787878787878,0.9714285714285714,0.5151515151515151,-0.002697128351578648,4.606060606060606,2.1818181818181817,5.920818753952375,0.09706260252380942,0.012721793513873998,61,465.40755024009087
hs,O60885,5D26,0.6963350785340314,0.6206896551724138,0.9285714285714286,0.3793103448275862,-0.07564542336161761,4.551724137931035,2.3793103448275863,6.091514981121351,0.11075481783857002,0.013898442712128789,55,438.28759144400067
hs,O60885,5UEZ,0.6387434554973822,0.9130434782608695,0.9285714285714286,0.4782608695652174,0.2743000227634873,5.043478260869565,2.782608695652174,6.013228265733755,0.15418534014701935,0.01843095877561802,39,326.25694294800036
hs,O60885,4NUC,0.6282722513089005,0.5185185185185185,0.9428571428571428,0.3333333333333333,-0.10975373279038203,4.777777777777778,2.6666666666666665,6.040958607678906,0.1342435246150868,0.014942433578626792,45,404.28211214000055
hs,O60885,5D3L,0.6596858638743456,0.6,0.9428571428571428,0.36666666666666664,-0.0596858638743456,4.466666666666667,2.466666666666667,6.055517327849832,0.10263588691270902,0.013417704600729208,59,451.3079925400008
hs,O60885,3U5L,0.7958115183246073,1.0,0.8714285714285714,0.5652173913043478,0.20418848167539272,8.217391304347826,3.0869565217391304,6.1938200260161125,0.1674005412436787,0.018151206225159797,37,341.2346237040004
hs,O60885,4WIV,0.6910994764397905,0.7407407407407407,0.9571428571428572,0.4074074074074074,0.04964126430095017,5.481481481481482,3.3703703703703702,6.259637310505756,0.12273798648050502,0.01645807396292177,51,380.33838738409065
hs,O60885,4MR3,0.6282722513089005,0.7083333333333334,0.9571428571428572,0.4166666666666667,0.08006108202443285,5.208333333333333,3.0416666666666665,5.942333896090171,0.1414841403830993,0.0173624591501582,42,342.2518575680005
hs,O60885,5DW2,0.5706806282722513,1.0,0.8285714285714286,0.8571428571428571,0.4293193717277487,8.214285714285714,4.214285714285714,5.841637507904751,0.22467836568864424,0.028614803433772738,26,204.1473925
hs,O60885,4QB3,0.6073298429319371,0.8181818181818182,0.9428571428571428,0.45454545454545453,0.21085197524988109,5.863636363636363,2.727272727272727,5.468521082957745,0.12717490890599406,0.01756913486638666,43,311.25727729600055
hs,O60885,5EIS,0.675392670157068,1.0,0.9428571428571428,0.6666666666666666,0.32460732984293195,7.857142857142857,3.5714285714285716,5.7447274948966935,0.16896257337931453,0.018054833123397666,34,318.1822537840004
hs,O60885,5DLX,0.6230366492146597,0.5714285714285714,0.9142857142857143,0.3142857142857143,-0.051608077786088336,3.742857142857143,2.3142857142857145,5.698970004336019,0.08259376817878288,0.011100900723494483,69,513.3790623200911
hs,O60885,3U5J,0.7905759162303665,1.0,0.8571428571428571,0.5454545454545454,0.2094240837696335,8.681818181818182,3.0454545454545454,5.609064892896621,0.16025899693990345,0.017193920823926036,35,326.22372467200034
hs,O60885,5D24,0.6544502617801047,0.72,0.9428571428571428,0.44,0.06554973821989529,5.96,2.96,5.236572006437063,0.1138385218790666,0.014575248357005598,46,359.27840666400056
hs,O60885,5D3J,0.6335078534031413,0.6428571428571429,0.9428571428571428,0.39285714285714285,0.009349289454001597,4.642857142857143,2.7142857142857144,5.2441251443275085,0.0953477298968638,0.012447560316271259,55,421.29742785600075
hs,O60885,5D3P,0.680628272251309,0.6666666666666666,0.9428571428571428,0.4074074074074074,-0.013961605584642323,5.111111111111111,2.888888888888889,5.130768280269024,0.106891005838938,0.012660244538651904,48,405.2661277280005
hs,O60885,5D3H,0.6701570680628273,0.6333333333333333,0.9142857142857143,0.4,-0.03682373472949396,4.666666666666667,2.6333333333333333,5.102372908709558,0.08951531418788698,0.011256378441781208,57,453.2872570960007
hs,O60885,5D3N,0.6544502617801047,0.6153846153846154,0.9142857142857143,0.4230769230769231,-0.03906564639548926,5.384615384615385,2.8461538461538463,5.036212172654444,0.10277984025825397,0.0128061173275968,49,393.2661277280006
hs,O60885,5D3T,0.7591623036649214,0.8,0.9428571428571428,0.44,0.04083769633507861,6.28,3.08,4.920818753952375,0.1025170573740078,0.013772265796442806,48,357.29914210800064
hs,O60885,5D25,0.6701570680628273,0.6071428571428571,0.9428571428571428,0.35714285714285715,-0.06301421091997017,5.035714285714286,2.75,6.301029995663981,0.11888735840875436,0.014886314575362467,53,423.27669241200067
hs,O60885,5UF0,0.5026178010471204,0.8125,0.9285714285714286,0.6875,0.3098821989528796,5.9375,3.875,3.795880017344075,0.130892414391175,0.016707235856730503,29,227.19976241999998
hs,O60885,4LZS,0.6544502617801047,1.0,0.9428571428571428,0.7333333333333333,0.3455497382198953,10.0,5.066666666666666,4.795880017344075,0.1547058070110992,0.022184273313821914,31,216.183778008
hs,O60885,4LZR,0.5654450261780105,0.6206896551724138,0.8857142857142857,0.4482758620689655,0.0552446289944033,4.0,2.3448275862068964,4.698970004336019,0.08701796304325961,0.01131482017232101,54,415.29338803200073
hs,O60885,6MH7,0.806282722513089,0.8181818181818182,0.9714285714285714,0.5151515151515151,0.011899095668729265,5.121212121212121,2.212121212121212,5.7447274948966935,0.09417586057207694,0.012343434247968577,61,465.40755024009087
hs,O60885,5I88,0.7382198952879581,0.88,0.9428571428571428,0.52,0.14178010471204194,5.8,2.72,6.6020599913279625,0.1435230432897383,0.018686614757679885,46,353.30422748800055
hs,O60885,4LYW,0.6387434554973822,0.5862068965517241,0.9428571428571428,0.3793103448275862,-0.05253655894565812,4.448275862068965,2.586206896551724,6.6252516539898965,0.11830806524981959,0.015150623531335906,56,437.2923424760007
hs,O60885,6CKS,0.9162303664921466,0.8709677419354839,0.9428571428571428,0.45161290322580644,-0.045262624556662745,5.806451612903226,2.193548387096774,7.823908740944319,0.14488719890637627,0.017033934187928836,54,459.3130779200006
hs,O60885,6FSY,0.8219895287958116,1.0,0.9571428571428572,0.5,0.17801047120418845,8.590909090909092,3.8181818181818183,6.607303046740334,0.1738763959668509,0.02116088806100027,38,312.2412928840005
hs,O60885,5F62,0.7539267015706806,0.7631578947368421,0.9,0.4473684210526316,0.0092311931661615,4.184210526315789,2.1315789473684212,8.167491087293763,0.11343737621241338,0.014024509400624625,72,582.372677288091
hs,O60885,5ACY,0.7801047120418848,0.7352941176470589,0.8714285714285714,0.3235294117647059,-0.04481059439482593,4.352941176470588,1.411764705882353,8.193820026016112,0.11705457180023018,0.017270443290663698,70,474.441789832091
hs,O60885,5WMG,0.7905759162303665,0.7575757575757576,0.9,0.30303030303030304,-0.033000158654608924,5.454545454545454,2.303030303030303,8.214670164989233,0.15212352157387468,0.01772827834463545,54,463.3653649439106
hs,O60885,5KHM,0.6596858638743456,0.5428571428571428,0.9428571428571428,0.3142857142857143,-0.11682872101720276,4.2,2.2285714285714286,8.301029995663981,0.1203047825458548,0.016722563961826736,69,496.39696488009093
hs,O60885,5Y8Y,0.6282722513089005,0.88,0.8714285714285714,0.48,0.2517277486910995,5.04,3.0,7.086186147616283,0.1771546536904071,0.016027972135672443,40,442.11370519200034
hs,O60885,5YQX,0.7643979057591623,0.9090909090909091,0.9571428571428572,0.5,0.14469300333174673,8.454545454545455,3.909090909090909,6.958607314841775,0.18312124512741512,0.022430793443078807,38,310.2256428200005
hs,O60885,5UEU,0.7696335078534031,0.9642857142857143,0.8714285714285714,0.5714285714285714,0.19465220643231118,5.642857142857143,2.392857142857143,7.777283528852417,0.1654741176351578,0.017993284117887472,47,432.23257510400055
hs,O60885,5CQT,0.6335078534031413,0.92,0.8285714285714286,0.52,0.28649214659685873,4.64,2.36,6.906578314837765,0.14694847478378223,0.018553867879258865,47,372.24466401200056
hs,O60885,5CY9,0.680628272251309,0.9565217391304348,0.9428571428571428,0.6521739130434783,0.27589346687912586,7.043478260869565,3.608695652173913,6.661543506395395,0.1549196164277999,0.01924028096442512,43,346.22901394800056
hs,O60885,5CP5,0.6910994764397905,0.9615384615384616,0.9428571428571428,0.5769230769230769,0.27043898509867104,5.923076923076923,2.730769230769231,5.908684840302778,0.14411426439762873,0.015141340917831567,41,390.23524220000036
hs,O60885,5D0C,0.6701570680628273,0.7586206896551724,0.9428571428571428,0.4827586206896552,0.08846362159234511,4.172413793103448,2.3793103448275863,5.6307841425898575,0.1042737804183307,0.013055928704934716,54,431.2817777920007
hs,O60885,5UOO,0.7853403141361257,0.7272727272727273,0.9714285714285714,0.42424242424242425,-0.05806758686339841,5.212121212121212,2.6363636363636362,8.853871964321762,0.16396059193188448,0.019190269976355225,54,461.3729757440006
hs,O60885,6C7Q,0.7905759162303665,0.7352941176470589,0.9571428571428572,0.38235294117647056,-0.05528179858330762,4.617647058823529,2.0588235294117645,9.154901959985745,0.1606123150874692,0.019177424199419233,57,477.3791237440006
hs,O60885,6DL2,0.7382198952879581,1.0,0.9428571428571428,0.5909090909090909,0.26178010471204194,7.7272727272727275,4.136363636363637,7.481486060122113,0.191832975900567,0.023004470950385932,39,325.21878361200044
hs,O60885,6AJY,0.5916230366492147,1.0,0.1,0.25,0.4083769633507853,6.35,0.1,5.275724130399211,0.14654789251108918,0.018432769128296347,36,286.21440944000045
hs,O60885,6AJV,0.5340314136125655,1.0,0.04285714285714286,0.15789473684210525,0.46596858638743455,6.578947368421052,0.05263157894736842,5.040958607678906,0.15275632144481532,0.0185194033184979,33,272.19875937600005
hs,O60885,5Y94,0.6230366492146597,0.84,0.8714285714285714,0.48,0.21696335078534024,5.04,3.16,6.785156151952302,0.16549161346225127,0.015381318265028358,41,441.1296896040004
hs,O60885,5F61,0.8167539267015707,0.7837837837837838,0.9428571428571428,0.4594594594594595,-0.03297014291778688,3.324324324324324,1.7027027027027026,7.455931955649724,0.10355461049513506,0.013595502503535199,72,548.4116496400909
hs,O60885,5F63,0.7486910994764397,0.7073170731707317,0.8857142857142857,0.4146341463414634,-0.04137402630570808,3.658536585365854,1.8048780487804879,7.920818753952375,0.10286777602535552,0.012645007605626485,77,626.3988920360911
hs,O60885,3ZYU,0.837696335078534,0.8064516129032258,0.9571428571428572,0.41935483870967744,-0.03124472217530827,6.064516129032258,2.6774193548387095,7.0,0.1346153846153846,0.016005978361478008,52,437.3365902360006
hs,O60885,6FO5,0.6492146596858639,0.5945945945945946,0.8428571428571429,0.3783783783783784,-0.054620065091269265,4.108108108108108,1.5675675675675675,6.721246399047171,0.10668645077852652,0.012301946386744127,63,546.3563397000007
hs,O60885,5WA5,0.743455497382199,0.5238095238095238,0.8714285714285714,0.3333333333333333,-0.21964597357267512,3.3333333333333335,1.380952380952381,6.716698771296451,0.08191096062556648,0.011298189141457807,82,594.4933906841812
hs,O60885,4OGJ,0.7643979057591623,0.6216216216216216,0.8714285714285714,0.40540540540540543,-0.14277628413754073,3.7567567567567566,1.5135135135135136,6.785156151952302,0.09169129935070679,0.012440224014910139,74,545.420737104091
hs,O60885,4NUE,0.6178010471204188,0.5357142857142857,0.9285714285714286,0.39285714285714285,-0.08208676140613314,4.892857142857143,2.7857142857142856,6.823908740944319,0.14518954767966635,0.016274797239930732,47,419.2930111720005
hs,O60885,5DX4,0.6963350785340314,0.8214285714285714,0.9428571428571428,0.5357142857142857,0.12509349289453997,5.678571428571429,3.0,6.863279432843593,0.15251732072985763,0.014293563347362736,45,480.1657407640004
hs,O60885,5F5Z,0.8272251308900523,0.7777777777777778,0.9142857142857143,0.4444444444444444,-0.04944735311227455,3.75,1.8055555555555556,7.0655015487564325,0.09813196595495045,0.013320552159464137,72,530.421071452091
hs,O60885,5ULA,0.7958115183246073,0.6538461538461539,0.9142857142857143,0.3076923076923077,-0.14196536447845343,6.884615384615385,2.730769230769231,7.113509274827519,0.15807798388505598,0.018322015805882573,45,388.2492707240005
